корпус;количество комнат;общая площадь;жилая площадь;стоимость
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;78,96;43,55;6038030,93
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,00;43,55;6041089,71
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;79,11;43,55;6049501,35
1;3;80,24;43,55;6135911,88
1;3;81,05;43,55;6197852,16
1;3;81,09;43,55;6200910,94
1;3;81,20;43,55;6209322,59
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;82,34;44,50;6296497,81
1;3;83,64;44,22;6395908,14
